ID,item_cnt_month
0,2.000169
1,2.000169
2,2.000169
3,2.000169
4,2.000169
5,2.000169
6,2.000169
7,2.000169
8,2.000169
9,2.000169
10,2.000169
11,2.000169
12,2.000169
13,2.000169
14,2.000169
15,2.000169
16,2.000169
17,2.000169
18,2.000169
19,2.000169
20,2.000169
21,2.000169
22,2.000169
23,2.000169
24,2.000169
25,2.000169
26,2.000169
27,2.000169
28,2.000169
29,2.000169
30,2.000169
31,2.000169
32,2.000169
33,2.000169
34,2.000169
35,2.000169
36,2.000169
37,2.000169
38,2.000169
39,2.000169
40,2.000169
41,2.000169
42,2.000169
43,2.000169
44,2.000169
45,2.000169
46,2.000169
47,2.000169
48,2.000169
49,2.000169
50,2.000169
51,2.000169
52,2.000169
53,2.000169
54,2.000169
55,2.000169
56,2.000169
57,2.000169
58,2.000169
59,2.000169
60,2.000169
61,2.000169
62,2.000169
63,2.000169
64,2.000169
65,2.000169
66,2.000169
67,2.000169
68,2.000169
69,2.000169
70,2.000169
71,2.000169
72,2.000169
73,2.000169
74,2.000169
75,2.000169
76,2.000169
77,2.000169
78,2.000169
79,2.000169
80,2.000169
81,2.000169
82,2.000169
83,2.000169
84,2.000169
85,2.000169
86,2.000169
87,2.000169
88,2.000169
89,2.000169
90,2.000169
91,2.000169
92,2.000169
93,2.000169
94,2.000169
95,2.000169
96,2.000169
97,2.000169
98,2.000169
99,2.000169
100,2.000169
101,2.000169
102,2.000169
103,2.000169
104,2.000169
105,2.000169
106,2.000169
107,2.000169
108,2.000169
109,2.000169
110,2.000169
111,2.000169
112,2.000169
113,2.000169
114,2.000169
115,2.000169
116,2.000169
117,2.000169
118,2.000169
119,2.000169
120,2.000169
121,2.000169
122,2.000169
123,2.000169
124,2.000169
125,2.000169
126,2.000169
127,2.000169
128,2.000169
129,2.000169
130,2.000169
131,2.000169
132,2.000169
133,2.000169
134,2.000169
135,2.000169
136,2.000169
137,2.000169
138,2.000169
139,2.000169
140,2.000169
141,2.000169
142,2.000169
143,2.000169
144,2.000169
145,2.000169
146,2.000169
147,2.000169
148,2.000169
149,2.000169
150,2.000169
151,2.000169
152,2.000169
153,2.000169
154,2.000169
155,2.000169
156,2.000169
157,2.000169
158,2.000169
159,2.000169
160,2.000169
161,2.000169
162,2.000169
163,2.000169
164,2.000169
165,2.000169
166,2.000169
167,2.000169
168,2.000169
169,2.000169
170,2.000169
171,2.000169
172,2.000169
173,2.000169
174,2.000169
175,2.000169
176,2.000169
177,2.000169
178,2.000169
179,2.000169
180,2.000169
181,2.000169
182,2.000169
183,2.000169
184,2.000169
185,2.000169
186,2.000169
187,2.000169
188,2.000169
189,2.000169
190,2.000169
191,2.000169
192,2.000169
193,2.000169
194,2.000169
195,2.000169
196,2.000169
197,2.000169
198,2.000169
199,2.000169
200,2.000169
201,2.000169
202,2.000169
203,2.000169
204,2.000169
205,2.000169
206,2.000169
207,2.000169
208,2.000169
209,2.000169
210,2.000169
211,2.000169
212,2.000169
213,2.000169
214,2.000169
215,2.000169
216,2.000169
217,2.000169
218,2.000169
219,2.000169
220,2.000169
221,2.000169
222,2.000169
223,2.000169
224,2.000169
225,2.000169
226,2.000169
227,2.000169
228,2.000169
229,2.000169
230,2.000169
231,2.000169
232,2.000169
233,2.000169
234,2.000169
235,2.000169
236,2.000169
237,2.000169
238,2.000169
239,2.000169
240,2.000169
241,2.000169
242,2.000169
243,2.000169
244,2.000169
245,2.000169
246,2.000169
247,2.000169
248,2.000169
249,2.000169
250,2.000169
251,2.000169
252,2.000169
253,2.000169
254,2.000169
255,2.000169
256,2.000169
257,2.000169
258,2.000169
259,2.000169
260,2.000169
261,2.000169
262,2.000169
263,2.000169
264,2.000169
265,2.000169
266,2.000169
267,2.000169
268,2.000169
269,2.000169
270,2.000169
271,2.000169
272,2.000169
273,2.000169
274,2.000169
275,2.000169
276,2.000169
277,2.000169
278,2.000169
279,2.000169
280,2.000169
281,2.000169
282,2.000169
283,2.000169
284,2.000169
285,2.000169
286,2.000169
287,2.000169
288,2.000169
289,2.000169
290,2.000169
291,2.000169
292,2.000169
293,2.000169
294,2.000169
295,2.000169
296,2.000169
297,2.000169
298,2.000169
299,2.000169
300,2.000169
301,2.000169
302,2.000169
303,2.000169
304,2.000169
305,2.000169
306,2.000169
307,2.000169
308,2.000169
309,2.000169
310,2.000169
311,2.000169
312,2.000169
313,2.000169
314,2.000169
315,2.000169
316,2.000169
317,2.000169
318,2.000169
319,2.000169
320,2.000169
321,2.000169
322,2.000169
323,2.000169
324,2.000169
325,2.000169
326,2.000169
327,2.000169
328,2.000169
329,2.000169
330,2.000169
331,2.000169
332,2.000169
333,2.000169
334,2.000169
335,2.000169
336,2.000169
337,2.000169
338,2.000169
339,2.000169
340,2.000169
341,2.000169
342,2.000169
343,2.000169
344,2.000169
345,2.000169
346,2.000169
347,2.000169
348,2.000169
349,2.000169
350,2.000169
351,2.000169
352,2.000169
353,2.000169
354,2.000169
355,2.000169
356,2.000169
357,2.000169
358,2.000169
359,2.000169
360,2.000169
361,2.000169
362,2.000169
363,2.000169
364,2.000169
365,2.000169
366,2.000169
367,2.000169
368,2.000169
369,2.000169
370,2.000169
371,2.000169
372,2.000169
373,2.000169
374,2.000169
375,2.000169
376,2.000169
377,2.000169
378,2.000169
379,2.000169
380,2.000169
381,2.000169
382,2.000169
383,2.000169
384,2.000169
385,2.000169
386,2.000169
387,2.000169
388,2.000169
389,2.000169
390,2.000169
391,2.000169
392,2.000169
393,2.000169
394,2.000169
395,2.000169
396,2.000169
397,2.000169
398,2.000169
399,2.000169
400,2.000169
401,2.000169
402,2.000169
403,2.000169
404,2.000169
405,2.000169
406,2.000169
407,2.000169
408,2.000169
409,2.000169
410,2.000169
411,2.000169
412,2.000169
413,2.000169
414,2.000169
415,2.000169
416,2.000169
417,2.000169
418,2.000169
419,2.000169
420,2.000169
421,2.000169
422,2.000169
423,2.000169
424,2.000169
425,2.000169
426,2.000169
427,2.000169
428,2.000169
429,2.000169
430,2.000169
431,2.000169
432,2.000169
433,2.000169
434,2.000169
435,2.000169
436,2.000169
437,2.000169
438,2.000169
439,2.000169
440,2.000169
441,2.000169
442,2.000169
443,2.000169
444,2.000169
445,2.000169
446,2.000169
447,2.000169
448,2.000169
449,2.000169
450,2.000169
451,2.000169
452,2.000169
453,2.000169
454,2.000169
455,2.000169
456,2.000169
457,2.000169
458,2.000169
459,2.000169
460,2.000169
461,2.000169
462,2.000169
463,2.000169
464,2.000169
465,2.000169
466,2.000169
467,2.000169
468,2.000169
469,2.000169
470,2.000169
471,2.000169
472,2.000169
473,2.000169
474,2.000169
475,2.000169
476,2.000169
477,2.000169
478,2.000169
479,2.000169
480,2.000169
481,2.000169
482,2.000169
483,2.000169
484,2.000169
485,2.000169
486,2.000169
487,2.000169
488,2.000169
489,2.000169
490,2.000169
491,2.000169
492,2.000169
493,2.000169
494,2.000169
495,2.000169
496,2.000169
497,2.000169
498,2.000169
499,2.000169
500,2.000169
501,2.000169
502,2.000169
503,2.000169
504,2.000169
505,2.000169
506,2.000169
507,2.000169
508,2.000169
509,2.000169
510,2.000169
511,2.000169
512,2.000169
513,2.000169
514,2.000169
515,2.000169
516,2.000169
517,2.000169
518,2.000169
519,2.000169
520,2.000169
521,2.000169
522,2.000169
523,2.000169
524,2.000169
525,2.000169
526,2.000169
527,2.000169
528,2.000169
529,2.000169
530,2.000169
531,2.000169
532,2.000169
533,2.000169
534,2.000169
535,2.000169
536,2.000169
537,2.000169
538,2.000169
539,2.000169
540,2.000169
541,2.000169
542,2.000169
543,2.000169
544,2.000169
545,2.000169
546,2.000169
547,2.000169
548,2.000169
549,2.000169
550,2.000169
551,2.000169
552,2.000169
553,2.000169
554,2.000169
555,2.000169
556,2.000169
557,2.000169
558,2.000169
559,2.000169
560,2.000169
561,2.000169
562,2.000169
563,2.000169
564,2.000169
565,2.000169
566,2.000169
567,2.000169
568,2.000169
569,2.000169
570,2.000169
571,2.000169
572,2.000169
573,2.000169
574,2.000169
575,2.000169
576,2.000169
577,2.000169
578,2.000169
579,2.000169
580,2.000169
581,2.000169
582,2.000169
583,2.000169
584,2.000169
585,2.000169
586,2.000169
587,2.000169
588,2.000169
589,2.000169
590,2.000169
591,2.000169
592,2.000169
593,2.000169
594,2.000169
595,2.000169
596,2.000169
597,2.000169
598,2.000169
599,2.000169
600,2.000169
601,2.000169
602,2.000169
603,2.000169
604,2.000169
605,2.000169
606,2.000169
607,2.000169
608,2.000169
609,2.000169
610,2.000169
611,2.000169
612,2.000169
613,2.000169
614,2.000169
615,2.000169
616,2.000169
617,2.000169
618,2.000169
619,2.000169
620,2.000169
621,2.000169
622,2.000169
623,2.000169
624,2.000169
625,2.000169
626,2.000169
627,2.000169
628,2.000169
629,2.000169
630,2.000169
631,2.000169
632,2.000169
633,2.000169
634,2.000169
635,2.000169
636,2.000169
637,2.000169
638,2.000169
639,2.000169
640,2.000169
641,2.000169
642,2.000169
643,2.000169
644,2.000169
645,2.000169
646,2.000169
647,2.000169
648,2.000169
649,2.000169
650,2.000169
651,2.000169
652,2.000169
653,2.000169
654,2.000169
655,2.000169
656,2.000169
657,2.000169
658,2.000169
659,2.000169
660,2.000169
661,2.000169
662,2.000169
663,2.000169
664,2.000169
665,2.000169
666,2.000169
667,2.000169
668,2.000169
669,2.000169
670,2.000169
671,2.000169
672,2.000169
673,2.000169
674,2.000169
675,2.000169
676,2.000169
677,2.000169
678,2.000169
679,2.000169
680,2.000169
681,2.000169
682,2.000169
683,2.000169
684,2.000169
685,2.000169
686,2.000169
687,2.000169
688,2.000169
689,2.000169
690,2.000169
691,2.000169
692,2.000169
693,2.000169
694,2.000169
695,2.000169
696,2.000169
697,2.000169
698,2.000169
699,2.000169
700,2.000169
701,2.000169
702,2.000169
703,2.000169
704,2.000169
705,2.000169
706,2.000169
707,2.000169
708,2.000169
709,2.000169
710,2.000169
711,2.000169
712,2.000169
713,2.000169
714,2.000169
715,2.000169
716,2.000169
717,2.000169
718,2.000169
719,2.000169
720,2.000169
721,2.000169
722,2.000169
723,2.000169
724,2.000169
725,2.000169
726,2.000169
727,2.000169
728,2.000169
729,2.000169
730,2.000169
731,2.000169
732,2.000169
733,2.000169
734,2.000169
735,2.000169
736,2.000169
737,2.000169
738,2.000169
739,2.000169
740,2.000169
741,2.000169
742,2.000169
743,2.000169
744,2.000169
745,2.000169
746,2.000169
747,2.000169
748,2.000169
749,2.000169
750,2.000169
751,2.000169
752,2.000169
753,2.000169
754,2.000169
755,2.000169
756,2.000169
757,2.000169
758,2.000169
759,2.000169
760,2.000169
761,2.000169
762,2.000169
763,2.000169
764,2.000169
765,2.000169
766,2.000169
767,2.000169
768,2.000169
769,2.000169
770,2.000169
771,2.000169
772,2.000169
773,2.000169
774,2.000169
775,2.000169
776,2.000169
777,2.000169
778,2.000169
779,2.000169
780,2.000169
781,2.000169
782,2.000169
783,2.000169
784,2.000169
785,2.000169
786,2.000169
787,2.000169
788,2.000169
789,2.000169
790,2.000169
791,2.000169
792,2.000169
793,2.000169
794,2.000169
795,2.000169
796,2.000169
797,2.000169
798,2.000169
799,2.000169
800,2.000169
801,2.000169
802,2.000169
803,2.000169
804,2.000169
805,2.000169
806,2.000169
807,2.000169
808,2.000169
809,2.000169
810,2.000169
811,2.000169
812,2.000169
813,2.000169
814,2.000169
815,2.000169
816,2.000169
817,2.000169
818,2.000169
819,2.000169
820,2.000169
821,2.000169
822,2.000169
823,2.000169
824,2.000169
825,2.000169
826,2.000169
827,2.000169
828,2.000169
829,2.000169
830,2.000169
831,2.000169
832,2.000169
833,2.000169
834,2.000169
835,2.000169
836,2.000169
837,2.000169
838,2.000169
839,2.000169
840,2.000169
841,2.000169
842,2.000169
843,2.000169
844,2.000169
845,2.000169
846,2.000169
847,2.000169
848,2.000169
849,2.000169
850,2.000169
851,2.000169
852,2.000169
853,2.000169
854,2.000169
855,2.000169
856,2.000169
857,2.000169
858,2.000169
859,2.000169
860,2.000169
861,2.000169
862,2.000169
863,2.000169
864,2.000169
865,2.000169
866,2.000169
867,2.000169
868,2.000169
869,2.000169
870,2.000169
871,2.000169
872,2.000169
873,2.000169
874,2.000169
875,2.000169
876,2.000169
877,2.000169
878,2.000169
879,2.000169
880,2.000169
881,2.000169
882,2.000169
883,2.000169
884,2.000169
885,2.000169
886,2.000169
887,2.000169
888,2.000169
889,2.000169
890,2.000169
891,2.000169
892,2.000169
893,2.000169
894,2.000169
895,2.000169
896,2.000169
897,2.000169
898,2.000169
899,2.000169
900,2.000169
901,2.000169
902,2.000169
903,2.000169
904,2.000169
905,2.000169
906,2.000169
907,2.000169
908,2.000169
909,2.000169
910,2.000169
911,2.000169
912,2.000169
913,2.000169
