ID,item_cnt_month
0,2.0006006
1,2.0006006
2,2.0006006
3,2.0006006
4,2.0006006
5,2.0006006
6,2.0006006
7,2.0006006
8,2.0006006
9,2.0006006
10,2.0006006
11,2.0006006
12,2.0006006
13,2.0006006
14,2.0006006
15,2.0006006
16,2.0006006
17,2.0006006
18,2.0006006
19,2.0006006
20,2.0006006
21,2.0006006
22,2.0006006
23,2.0006006
24,2.0006006
25,2.0006006
26,2.0006006
27,2.0006006
28,2.0006006
29,2.0006006
30,2.0006006
31,2.0006006
32,2.0006006
33,2.0006006
34,2.0006006
35,2.0006006
36,2.0006006
37,2.0006006
38,2.0006006
39,2.0006006
40,2.0006006
41,2.0006006
42,2.0006006
43,2.0006006
44,2.0006006
45,2.0006006
46,2.0006006
47,2.0006006
48,2.0006006
49,2.0006006
50,2.0006006
51,2.0006006
52,2.0006006
53,2.0006006
54,2.0006006
55,2.0006006
56,2.0006006
57,2.0006006
58,2.0006006
59,2.0006006
60,2.0006006
61,2.0006006
62,2.0006006
63,2.0006006
64,2.0006006
65,2.0006006
66,2.0006006
67,2.0006006
68,2.0006006
69,2.0006006
70,2.0006006
71,2.0006006
72,2.0006006
73,2.0006006
74,2.0006006
75,2.0006006
76,2.0006006
77,2.0006006
78,2.0006006
79,2.0006006
80,2.0006006
81,2.0006006
82,2.0006006
83,2.0006006
84,2.0006006
85,2.0006006
86,2.0006006
87,2.0006006
88,2.0006006
89,2.0006006
90,2.0006006
91,2.0006006
92,2.0006006
93,2.0006006
94,2.0006006
95,2.0006006
96,2.0006006
97,2.0006006
98,2.0006006
99,2.0006006
100,2.0006006
101,2.0006006
102,2.0006006
103,2.0006006
104,2.0006006
105,2.0006006
106,2.0006006
107,2.0006006
108,2.0006006
109,2.0006006
110,2.0006006
111,2.0006006
112,2.0006006
113,2.0006006
114,2.0006006
115,2.0006006
116,2.0006006
117,2.0006006
118,2.0006006
119,2.0006006
120,2.0006006
121,2.0006006
122,2.0006006
123,2.0006006
124,2.0006006
125,2.0006006
126,2.0006006
127,2.0006006
128,2.0006006
129,2.0006006
130,2.0006006
131,2.0006006
132,2.0006006
133,2.0006006
134,2.0006006
135,2.0006006
136,2.0006006
137,2.0006006
138,2.0006006
139,2.0006006
140,2.0006006
141,2.0006006
142,2.0006006
143,2.0006006
144,2.0006006
145,2.0006006
146,2.0006006
147,2.0006006
148,2.0006006
149,2.0006006
150,2.0006006
151,2.0006006
152,2.0006006
153,2.0006006
154,2.0006006
155,2.0006006
156,2.0006006
157,2.0006006
158,2.0006006
159,2.0006006
160,2.0006006
161,2.0006006
162,2.0006006
163,2.0006006
164,2.0006006
165,2.0006006
166,2.0006006
167,2.0006006
168,2.0006006
169,2.0006006
170,2.0006006
171,2.0006006
172,2.0006006
173,2.0006006
174,2.0006006
175,2.0006006
176,2.0006006
177,2.0006006
178,2.0006006
179,2.0006006
180,2.0006006
181,2.0006006
182,2.0006006
183,2.0006006
184,2.0006006
185,2.0006006
186,2.0006006
187,2.0006006
188,2.0006006
189,2.0006006
190,2.0006006
191,2.0006006
192,2.0006006
193,2.0006006
194,2.0006006
195,2.0006006
196,2.0006006
197,2.0006006
198,2.0006006
199,2.0006006
200,2.0006006
201,2.0006006
202,2.0006006
203,2.0006006
204,2.0006006
205,2.0006006
206,2.0006006
207,2.0006006
208,2.0006006
209,2.0006006
210,2.0006006
211,2.0006006
212,2.0006006
213,2.0006006
214,2.0006006
215,2.0006006
216,2.0006006
217,2.0006006
218,2.0006006
219,2.0006006
220,2.0006006
221,2.0006006
222,2.0006006
223,2.0006006
224,2.0006006
225,2.0006006
226,2.0006006
227,2.0006006
228,2.0006006
229,2.0006006
230,2.0006006
231,2.0006006
232,2.0006006
233,2.0006006
234,2.0006006
235,2.0006006
236,2.0006006
237,2.0006006
238,2.0006006
239,2.0006006
240,2.0006006
241,2.0006006
242,2.0006006
243,2.0006006
244,2.0006006
245,2.0006006
246,2.0006006
247,2.0006006
248,2.0006006
249,2.0006006
250,2.0006006
251,2.0006006
252,2.0006006
253,2.0006006
254,2.0006006
255,2.0006006
256,2.0006006
257,2.0006006
258,2.0006006
259,2.0006006
260,2.0006006
261,2.0006006
262,2.0006006
263,2.0006006
264,2.0006006
265,2.0006006
266,2.0006006
267,2.0006006
268,2.0006006
269,2.0006006
270,2.0006006
271,2.0006006
272,2.0006006
273,2.0006006
274,2.0006006
275,2.0006006
276,2.0006006
277,2.0006006
